Date(UTC),Gas Fees (Wei),Gas Fees(Ethereum),Ethereum(USD),Gas Price (USD)
12-24-2020,89685037081,8.97E-08,612.32,5.49E-05
12-25-2020,91695148943,9.17E-08,626.83,5.75E-05
12-26-2020,66456740443,6.65E-08,636.07,4.23E-05
12-27-2020,98656135135,9.87E-08,683.98,6.75E-05
12-28-2020,1.14E+11,1.14E-07,729.59,8.33E-05
12-29-2020,96068312188,9.61E-08,731.55,7.03E-05
12-30-2020,1.14E+11,1.14E-07,752.53,8.55E-05
12-31-2020,99481529136,9.95E-08,737.15,7.33E-05
01-01-2021,66560418720,6.66E-08,730.6,4.86E-05
01-02-2021,1.03E+11,1.03E-07,774.9,7.95E-05
01-03-2021,1.70E+11,1.70E-07,978.69,0.000166816
01-04-2021,2.59E+11,2.59E-07,1043.16,0.000270501
01-05-2021,1.38E+11,1.38E-07,1103.19,0.000152399
01-06-2021,1.25E+11,1.25E-07,1210.59,0.000151457
01-07-2021,1.33E+11,1.33E-07,1225.5,0.000163199
01-08-2021,1.40E+11,1.40E-07,1216.98,0.000170117
01-09-2021,92563339823,9.26E-08,1279.96,0.000118477
01-10-2021,87310659101,8.73E-08,1255.72,0.000109638
01-11-2021,2.38E+11,2.38E-07,1088.37,0.000259114
01-12-2021,87031984990,8.70E-08,1050.04,9.14E-05
1-13-2021,67945681638,6.79E-08,1129.84,7.68E-05
1-14-2021,85478387564,8.55E-08,1232.11,0.000105319
1-15-2021,94274611075,9.43E-08,1169.06,0.000110213
1-16-2021,81160820583,8.12E-08,1228.52,9.97E-05
1-17-2021,63895643119,6.39E-08,1233.73,7.88E-05
1-18-2021,75294263372,7.53E-08,1258.31,9.47E-05
1-19-2021,1.01E+11,1.01E-07,1367.65,0.000137969
1-20-2021,83504044289,8.35E-08,1377.75,0.000115048
1-21-2021,1.21E+11,1.21E-07,1111.49,0.000134556
1-22-2021,1.32E+11,1.32E-07,1234.56,0.000162495
1-23-2021,80179001262,8.02E-08,1234.1,9.89E-05
1-24-2021,81094537437,8.11E-08,1392.45,0.00011292
1-25-2021,1.08E+11,1.08E-07,1318.47,0.000142612
1-26-2021,85152958296,8.52E-08,1368.22,0.000116508
1-27-2021,1.00E+11,1.00E-07,1241.51,0.000124152
1-28-2021,94810705889,9.48E-08,1330.78,0.000126172
1-29-2021,1.41E+11,1.41E-07,1379.13,0.000194068
1-30-2021,1.13E+11,1.13E-07,1379.35,0.000156253
1-31-2021,1.29E+11,1.29E-07,1314.18,0.000169257
02-01-2021,1.54E+11,1.54E-07,1374.57,0.00021123
02-02-2021,1.76E+11,1.76E-07,1513.9,0.00026603
02-03-2021,1.73E+11,1.73E-07,1667.22,0.000289184
02-04-2021,2.33E+11,2.33E-07,1597.44,0.000371603
02-05-2021,2.52E+11,2.52E-07,1721.48,0.000434384
02-06-2021,1.80E+11,1.80E-07,1679.14,0.000301641
02-07-2021,1.60E+11,1.60E-07,1614.64,0.000258455
02-08-2021,2.13E+11,2.13E-07,1752.87,0.000373144
02-09-2021,2.34E+11,2.34E-07,1772.05,0.000413905
02-10-2021,2.13E+11,2.13E-07,1743,0.000371414
02-11-2021,1.75E+11,1.75E-07,1787.69,0.000313216
02-12-2021,1.80E+11,1.80E-07,1844.84,0.000332206
2-13-2021,1.89E+11,1.89E-07,1817.48,0.000343151
2-14-2021,1.50E+11,1.50E-07,1802.96,0.000271176
2-15-2021,1.79E+11,1.79E-07,1779.4,0.000318005
2-16-2021,1.73E+11,1.73E-07,1782.83,0.000308501
2-17-2021,1.73E+11,1.73E-07,1851.14,0.000320901
2-18-2021,1.83E+11,1.83E-07,1939.61,0.000355117
2-19-2021,1.86E+11,1.86E-07,1957.47,0.000364454
2-20-2021,2.02E+11,2.02E-07,1915.12,0.000385966
2-21-2021,1.45E+11,1.45E-07,1935.14,0.000280541
2-22-2021,2.73E+11,2.73E-07,1778.07,0.000484841
2-23-2021,3.74E+11,3.74E-07,1578.19,0.000589923
2-24-2021,2.10E+11,2.10E-07,1625.17,0.000341499
2-25-2021,1.65E+11,1.65E-07,1481.88,0.000244649
2-26-2021,1.58E+11,1.58E-07,1446.1,0.000229124
2-27-2021,1.18E+11,1.18E-07,1460.23,0.000172988
2-28-2021,1.18E+11,1.18E-07,1422.58,0.000167654
03-01-2021,1.19E+11,1.19E-07,1571.49,0.000186377
03-02-2021,1.25E+11,1.25E-07,1488.67,0.000185987
03-03-2021,1.31E+11,1.31E-07,1568.65,0.000205471
03-04-2021,1.13E+11,1.13E-07,1538.37,0.000173511
03-05-2021,1.38E+11,1.38E-07,1529.75,0.00021079
03-06-2021,99200636716,9.92E-08,1651.48,0.000163828
03-07-2021,1.32E+11,1.32E-07,1726.33,0.000228692
03-08-2021,1.37E+11,1.37E-07,1834.48,0.000251617
03-09-2021,1.40E+11,1.40E-07,1872.1,0.000262824
03-10-2021,1.34E+11,1.34E-07,1795.63,0.000240873
03-11-2021,1.32E+11,1.32E-07,1827.06,0.000241623
03-12-2021,1.72E+11,1.72E-07,1767.77,0.000303668
3-13-2021,1.63E+11,1.63E-07,1921.18,0.000312526
3-14-2021,1.49E+11,1.49E-07,1848.69,0.000275582
3-15-2021,1.89E+11,1.89E-07,1794.83,0.000340054
3-16-2021,1.89E+11,1.89E-07,1805.64,0.000340726
3-17-2021,1.94E+11,1.94E-07,1823.03,0.000353307
3-18-2021,1.78E+11,1.78E-07,1776.16,0.000315412
3-19-2021,1.59E+11,1.59E-07,1809.76,0.00028739
3-20-2021,1.41E+11,1.41E-07,1805.49,0.000254796
3-21-2021,1.38E+11,1.38E-07,1783.94,0.000246342
3-22-2021,1.88E+11,1.88E-07,1682.05,0.000315388
3-23-2021,1.64E+11,1.64E-07,1668.69,0.00027346
3-24-2021,1.77E+11,1.77E-07,1583.24,0.00027957
3-25-2021,1.79E+11,1.79E-07,1588.34,0.000284464
3-26-2021,1.45E+11,1.45E-07,1699.89,0.000246972
3-27-2021,1.19E+11,1.19E-07,1713.94,0.000203673
3-28-2021,1.24E+11,1.24E-07,1686.74,0.000209313
3-29-2021,1.50E+11,1.50E-07,1816.48,0.000273362
3-30-2021,1.67E+11,1.67E-07,1841.4,0.000308101
3-31-2021,2.11E+11,2.11E-07,1919.08,0.000404721
04-01-2021,1.92E+11,1.92E-07,1967.67,0.000377537
04-02-2021,1.86E+11,1.86E-07,2134.46,0.000397503
04-03-2021,1.46E+11,1.46E-07,2009.19,0.000293468
04-04-2021,1.12E+11,1.12E-07,2076.62,0.000232662
04-05-2021,1.49E+11,1.49E-07,2107.73,0.00031362
04-06-2021,1.53E+11,1.53E-07,2112.29,0.000323742
04-07-2021,1.54E+11,1.54E-07,1964.18,0.000301792
04-08-2021,1.24E+11,1.24E-07,2081.11,0.000258969
04-09-2021,1.19E+11,1.19E-07,2066.55,0.00024562
04-10-2021,98446127075,9.84E-08,2133.82,0.000210066
04-11-2021,85229481055,8.52E-08,2150.54,0.000183289
04-12-2021,1.09E+11,1.09E-07,2137.79,0.000233622
4-13-2021,1.20E+11,1.20E-07,2298.66,0.000276462
4-14-2021,1.38E+11,1.38E-07,2431.86,0.000335003
4-15-2021,1.05E+11,1.05E-07,2517.08,0.000264329
4-16-2021,1.84E+11,1.84E-07,2430.91,0.000446792
4-17-2021,1.45E+11,1.45E-07,2318.01,0.000336033
4-18-2021,1.70E+11,1.70E-07,2240.96,0.000381369
4-19-2021,1.96E+11,1.96E-07,2163.36,0.000423582
4-20-2021,2.66E+11,2.66E-07,2332.45,0.000619289
4-21-2021,1.66E+11,1.66E-07,2357.59,0.000392126
4-22-2021,1.40E+11,1.40E-07,2410.48,0.000337506
4-23-2021,1.24E+11,1.24E-07,2369.67,0.000294368
4-24-2021,67652388873,6.77E-08,2216.56,0.000149956
4-25-2021,55417762177,5.54E-08,2322.14,0.000128688
4-26-2021,62694725054,6.27E-08,2534.9,0.000158925
